year,state,month,month_name,unemployment,date,region,division
2016,Washington,1,January,5.5,2016-01-01,West,Pacific
2015,Washington,12,December,5.6,2015-12-01,West,Pacific
2015,Washington,11,November,5.6,2015-11-01,West,Pacific
2015,Washington,10,October,5.6,2015-10-01,West,Pacific
2015,Washington,9,September,5.6,2015-09-01,West,Pacific
2015,Washington,8,August,5.6,2015-08-01,West,Pacific
2015,Washington,7,July,5.6,2015-07-01,West,Pacific
2015,Washington,6,June,5.6,2015-06-01,West,Pacific
2015,Washington,5,May,5.6,2015-05-01,West,Pacific
2015,Washington,4,April,5.7,2015-04-01,West,Pacific
2015,Washington,3,March,5.7,2015-03-01,West,Pacific
2015,Washington,2,February,5.7,2015-02-01,West,Pacific
2015,Washington,1,January,5.8,2015-01-01,West,Pacific
2014,Washington,12,December,5.8,2014-12-01,West,Pacific
2014,Washington,11,November,5.9,2014-11-01,West,Pacific
2014,Washington,10,October,6,2014-10-01,West,Pacific
2014,Washington,9,September,6,2014-09-01,West,Pacific
2014,Washington,8,August,6,2014-08-01,West,Pacific
2014,Washington,7,July,6.1,2014-07-01,West,Pacific
2014,Washington,6,June,6.1,2014-06-01,West,Pacific
2014,Washington,5,May,6.2,2014-05-01,West,Pacific
2014,Washington,4,April,6.2,2014-04-01,West,Pacific
2014,Washington,3,March,6.3,2014-03-01,West,Pacific
2014,Washington,2,February,6.4,2014-02-01,West,Pacific
2014,Washington,1,January,6.5,2014-01-01,West,Pacific
2013,Washington,12,December,6.6,2013-12-01,West,Pacific
2013,Washington,11,November,6.7,2013-11-01,West,Pacific
2013,Washington,10,October,6.8,2013-10-01,West,Pacific
2013,Washington,9,September,6.9,2013-09-01,West,Pacific
2013,Washington,8,August,7,2013-08-01,West,Pacific
2013,Washington,7,July,7,2013-07-01,West,Pacific
2013,Washington,6,June,7.1,2013-06-01,West,Pacific
2013,Washington,5,May,7.1,2013-05-01,West,Pacific
2013,Washington,4,April,7.2,2013-04-01,West,Pacific
2013,Washington,3,March,7.3,2013-03-01,West,Pacific
2013,Washington,2,February,7.3,2013-02-01,West,Pacific
2013,Washington,1,January,7.4,2013-01-01,West,Pacific
2012,Washington,12,December,7.4,2012-12-01,West,Pacific
2012,Washington,11,November,7.5,2012-11-01,West,Pacific
2012,Washington,10,October,7.7,2012-10-01,West,Pacific
2012,Washington,9,September,7.8,2012-09-01,West,Pacific
2012,Washington,8,August,8,2012-08-01,West,Pacific
2012,Washington,7,July,8.2,2012-07-01,West,Pacific
2012,Washington,6,June,8.3,2012-06-01,West,Pacific
2012,Washington,5,May,8.4,2012-05-01,West,Pacific
2012,Washington,4,April,8.4,2012-04-01,West,Pacific
2012,Washington,3,March,8.5,2012-03-01,West,Pacific
2012,Washington,2,February,8.5,2012-02-01,West,Pacific
2012,Washington,1,January,8.6,2012-01-01,West,Pacific
2011,Washington,12,December,8.8,2011-12-01,West,Pacific
2011,Washington,11,November,8.9,2011-11-01,West,Pacific
2011,Washington,10,October,9,2011-10-01,West,Pacific
2011,Washington,9,September,9.2,2011-09-01,West,Pacific
2011,Washington,8,August,9.3,2011-08-01,West,Pacific
2011,Washington,7,July,9.3,2011-07-01,West,Pacific
2011,Washington,6,June,9.4,2011-06-01,West,Pacific
2011,Washington,5,May,9.4,2011-05-01,West,Pacific
2011,Washington,4,April,9.4,2011-04-01,West,Pacific
2011,Washington,3,March,9.5,2011-03-01,West,Pacific
2011,Washington,2,February,9.5,2011-02-01,West,Pacific
2011,Washington,1,January,9.6,2011-01-01,West,Pacific
2010,Washington,12,December,9.7,2010-12-01,West,Pacific
2010,Washington,11,November,9.8,2010-11-01,West,Pacific
2010,Washington,10,October,9.8,2010-10-01,West,Pacific
2010,Washington,9,September,9.8,2010-09-01,West,Pacific
2010,Washington,8,August,9.8,2010-08-01,West,Pacific
2010,Washington,7,July,9.8,2010-07-01,West,Pacific
2010,Washington,6,June,9.9,2010-06-01,West,Pacific
2010,Washington,5,May,10,2010-05-01,West,Pacific
2010,Washington,4,April,10.2,2010-04-01,West,Pacific
2010,Washington,3,March,10.3,2010-03-01,West,Pacific
2010,Washington,2,February,10.4,2010-02-01,West,Pacific
2010,Washington,1,January,10.4,2010-01-01,West,Pacific
2009,Washington,12,December,10.4,2009-12-01,West,Pacific
2009,Washington,11,November,10.3,2009-11-01,West,Pacific
2009,Washington,10,October,10.3,2009-10-01,West,Pacific
2009,Washington,9,September,10.2,2009-09-01,West,Pacific
2009,Washington,8,August,9.9,2009-08-01,West,Pacific
2009,Washington,7,July,9.5,2009-07-01,West,Pacific
2009,Washington,6,June,9.2,2009-06-01,West,Pacific
2009,Washington,5,May,8.8,2009-05-01,West,Pacific
2009,Washington,4,April,8.4,2009-04-01,West,Pacific
2009,Washington,3,March,7.8,2009-03-01,West,Pacific
2009,Washington,2,February,7.5,2009-02-01,West,Pacific
2009,Washington,1,January,7.1,2009-01-01,West,Pacific
2008,Washington,12,December,6.7,2008-12-01,West,Pacific
2008,Washington,11,November,6.3,2008-11-01,West,Pacific
2008,Washington,10,October,6,2008-10-01,West,Pacific
2008,Washington,9,September,5.7,2008-09-01,West,Pacific
2008,Washington,8,August,5.5,2008-08-01,West,Pacific
2008,Washington,7,July,5.4,2008-07-01,West,Pacific
2008,Washington,6,June,5.2,2008-06-01,West,Pacific
2008,Washington,5,May,5,2008-05-01,West,Pacific
2008,Washington,4,April,4.9,2008-04-01,West,Pacific
2008,Washington,3,March,4.8,2008-03-01,West,Pacific
2008,Washington,2,February,4.7,2008-02-01,West,Pacific
2008,Washington,1,January,4.7,2008-01-01,West,Pacific
2007,Washington,12,December,4.7,2007-12-01,West,Pacific
2007,Washington,11,November,4.7,2007-11-01,West,Pacific
2007,Washington,10,October,4.8,2007-10-01,West,Pacific
2007,Washington,9,September,4.8,2007-09-01,West,Pacific
2007,Washington,8,August,4.7,2007-08-01,West,Pacific
2007,Washington,7,July,4.7,2007-07-01,West,Pacific
2007,Washington,6,June,4.6,2007-06-01,West,Pacific
2007,Washington,5,May,4.6,2007-05-01,West,Pacific
2007,Washington,4,April,4.6,2007-04-01,West,Pacific
2007,Washington,3,March,4.6,2007-03-01,West,Pacific
2007,Washington,2,February,4.7,2007-02-01,West,Pacific
2007,Washington,1,January,4.8,2007-01-01,West,Pacific
2006,Washington,12,December,4.9,2006-12-01,West,Pacific
2006,Washington,11,November,5,2006-11-01,West,Pacific
2006,Washington,10,October,5.1,2006-10-01,West,Pacific
2006,Washington,9,September,5.1,2006-09-01,West,Pacific
2006,Washington,8,August,5.1,2006-08-01,West,Pacific
2006,Washington,7,July,5.1,2006-07-01,West,Pacific
2006,Washington,6,June,5.1,2006-06-01,West,Pacific
2006,Washington,5,May,5.1,2006-05-01,West,Pacific
2006,Washington,4,April,5,2006-04-01,West,Pacific
2006,Washington,3,March,5,2006-03-01,West,Pacific
2006,Washington,2,February,5,2006-02-01,West,Pacific
2006,Washington,1,January,5.1,2006-01-01,West,Pacific
2016,West Virginia,12,December,5.5,2016-12-01,South,South Atlantic
2016,West Virginia,11,November,5.7,2016-11-01,South,South Atlantic
2016,West Virginia,10,October,5.9,2016-10-01,South,South Atlantic
2016,West Virginia,9,September,6,2016-09-01,South,South Atlantic
2016,West Virginia,8,August,6,2016-08-01,South,South Atlantic
2016,West Virginia,7,July,6.1,2016-07-01,South,South Atlantic
2016,West Virginia,6,June,6.1,2016-06-01,South,South Atlantic
2016,West Virginia,5,May,6.2,2016-05-01,South,South Atlantic
2016,West Virginia,4,April,6.3,2016-04-01,South,South Atlantic
2016,West Virginia,3,March,6.4,2016-03-01,South,South Atlantic
2016,West Virginia,2,February,6.4,2016-02-01,South,South Atlantic
2016,West Virginia,1,January,6.4,2016-01-01,South,South Atlantic
2015,West Virginia,12,December,6.4,2015-12-01,South,South Atlantic
2015,West Virginia,11,November,6.4,2015-11-01,South,South Atlantic
2015,West Virginia,10,October,6.5,2015-10-01,South,South Atlantic
2015,West Virginia,9,September,6.6,2015-09-01,South,South Atlantic
2015,West Virginia,8,August,6.7,2015-08-01,South,South Atlantic
2015,West Virginia,7,July,6.9,2015-07-01,South,South Atlantic
2015,West Virginia,6,June,7,2015-06-01,South,South Atlantic
2015,West Virginia,5,May,7.1,2015-05-01,South,South Atlantic
2015,West Virginia,4,April,7,2015-04-01,South,South Atlantic
2015,West Virginia,3,March,6.9,2015-03-01,South,South Atlantic
2015,West Virginia,2,February,6.8,2015-02-01,South,South Atlantic
2015,West Virginia,1,January,6.7,2015-01-01,South,South Atlantic
2014,West Virginia,12,December,6.6,2014-12-01,South,South Atlantic
2014,West Virginia,11,November,6.5,2014-11-01,South,South Atlantic
2014,West Virginia,10,October,6.5,2014-10-01,South,South Atlantic
2014,West Virginia,9,September,6.5,2014-09-01,South,South Atlantic
2014,West Virginia,8,August,6.5,2014-08-01,South,South Atlantic
2014,West Virginia,7,July,6.6,2014-07-01,South,South Atlantic
2014,West Virginia,6,June,6.6,2014-06-01,South,South Atlantic
2014,West Virginia,5,May,6.7,2014-05-01,South,South Atlantic
2014,West Virginia,4,April,6.7,2014-04-01,South,South Atlantic
2014,West Virginia,3,March,6.8,2014-03-01,South,South Atlantic
2014,West Virginia,2,February,6.8,2014-02-01,South,South Atlantic
2014,West Virginia,1,January,6.9,2014-01-01,South,South Atlantic
2013,West Virginia,12,December,6.8,2013-12-01,South,South Atlantic
2013,West Virginia,11,November,6.8,2013-11-01,South,South Atlantic
2013,West Virginia,10,October,6.7,2013-10-01,South,South Atlantic
2013,West Virginia,9,September,6.6,2013-09-01,South,South Atlantic
2013,West Virginia,8,August,6.6,2013-08-01,South,South Atlantic
2013,West Virginia,7,July,6.6,2013-07-01,South,South Atlantic
2013,West Virginia,6,June,6.6,2013-06-01,South,South Atlantic
2013,West Virginia,5,May,6.7,2013-05-01,South,South Atlantic
2013,West Virginia,4,April,6.8,2013-04-01,South,South Atlantic
2013,West Virginia,3,March,6.9,2013-03-01,South,South Atlantic
2013,West Virginia,2,February,7.1,2013-02-01,South,South Atlantic
2013,West Virginia,1,January,7.3,2013-01-01,South,South Atlantic
2012,West Virginia,12,December,7.4,2012-12-01,South,South Atlantic
2012,West Virginia,11,November,7.5,2012-11-01,South,South Atlantic
2012,West Virginia,10,October,7.6,2012-10-01,South,South Atlantic
2012,West Virginia,9,September,7.6,2012-09-01,South,South Atlantic
2012,West Virginia,8,August,7.7,2012-08-01,South,South Atlantic
2012,West Virginia,7,July,7.6,2012-07-01,South,South Atlantic
2012,West Virginia,6,June,7.6,2012-06-01,South,South Atlantic
2012,West Virginia,5,May,7.5,2012-05-01,South,South Atlantic
2012,West Virginia,4,April,7.4,2012-04-01,South,South Atlantic
2012,West Virginia,3,March,7.3,2012-03-01,South,South Atlantic
2012,West Virginia,2,February,7.3,2012-02-01,South,South Atlantic
2012,West Virginia,1,January,7.4,2012-01-01,South,South Atlantic
2011,West Virginia,12,December,7.5,2011-12-01,South,South Atlantic
2011,West Virginia,11,November,7.7,2011-11-01,South,South Atlantic
2011,West Virginia,10,October,7.8,2011-10-01,South,South Atlantic
2011,West Virginia,9,September,7.9,2011-09-01,South,South Atlantic
2011,West Virginia,8,August,8,2011-08-01,South,South Atlantic
2011,West Virginia,7,July,8,2011-07-01,South,South Atlantic
2011,West Virginia,6,June,8,2011-06-01,South,South Atlantic
2011,West Virginia,5,May,8.1,2011-05-01,South,South Atlantic
2011,West Virginia,4,April,8.2,2011-04-01,South,South Atlantic
2011,West Virginia,3,March,8.3,2011-03-01,South,South Atlantic
2011,West Virginia,2,February,8.5,2011-02-01,South,South Atlantic
2011,West Virginia,1,January,8.7,2011-01-01,South,South Atlantic
2010,West Virginia,12,December,8.8,2010-12-01,South,South Atlantic
2010,West Virginia,11,November,8.8,2010-11-01,South,South Atlantic
2010,West Virginia,10,October,8.8,2010-10-01,South,South Atlantic
2010,West Virginia,9,September,8.7,2010-09-01,South,South Atlantic
2010,West Virginia,8,August,8.6,2010-08-01,South,South Atlantic
2010,West Virginia,7,July,8.5,2010-07-01,South,South Atlantic
2010,West Virginia,6,June,8.5,2010-06-01,South,South Atlantic
2010,West Virginia,5,May,8.5,2010-05-01,South,South Atlantic
2010,West Virginia,4,April,8.5,2010-04-01,South,South Atlantic
2010,West Virginia,3,March,8.6,2010-03-01,South,South Atlantic
2010,West Virginia,2,February,8.6,2010-02-01,South,South Atlantic
2010,West Virginia,1,January,8.6,2010-01-01,South,South Atlantic
2009,West Virginia,12,December,8.5,2009-12-01,South,South Atlantic
2009,West Virginia,11,November,8.4,2009-11-01,South,South Atlantic
2009,West Virginia,10,October,8.3,2009-10-01,South,South Atlantic
2009,West Virginia,9,September,8.2,2009-09-01,South,South Atlantic
2009,West Virginia,8,August,8.2,2009-08-01,South,South Atlantic
2009,West Virginia,7,July,8.2,2009-07-01,South,South Atlantic
2009,West Virginia,6,June,8.1,2009-06-01,South,South Atlantic
2009,West Virginia,5,May,7.9,2009-05-01,South,South Atlantic
2009,West Virginia,4,April,7.5,2009-04-01,South,South Atlantic
2009,West Virginia,3,March,7,2009-03-01,South,South Atlantic
2009,West Virginia,2,February,6.4,2009-02-01,South,South Atlantic
2009,West Virginia,1,January,5.8,2009-01-01,South,South Atlantic
2008,West Virginia,12,December,5.3,2008-12-01,South,South Atlantic
2008,West Virginia,11,November,4.8,2008-11-01,South,South Atlantic
2008,West Virginia,10,October,4.4,2008-10-01,South,South Atlantic
2008,West Virginia,9,September,4.2,2008-09-01,South,South Atlantic
2008,West Virginia,8,August,4.1,2008-08-01,South,South Atlantic
2008,West Virginia,7,July,4,2008-07-01,South,South Atlantic
2008,West Virginia,6,June,4.1,2008-06-01,South,South Atlantic
2008,West Virginia,5,May,4.1,2008-05-01,South,South Atlantic
2008,West Virginia,4,April,4.2,2008-04-01,South,South Atlantic
2008,West Virginia,3,March,4.3,2008-03-01,South,South Atlantic
2008,West Virginia,2,February,4.4,2008-02-01,South,South Atlantic
2008,West Virginia,1,January,4.5,2008-01-01,South,South Atlantic
2007,West Virginia,12,December,4.6,2007-12-01,South,South Atlantic
2007,West Virginia,11,November,4.7,2007-11-01,South,South Atlantic
2007,West Virginia,10,October,4.7,2007-10-01,South,South Atlantic
2007,West Virginia,9,September,4.7,2007-09-01,South,South Atlantic
2007,West Virginia,8,August,4.6,2007-08-01,South,South Atlantic
2007,West Virginia,7,July,4.5,2007-07-01,South,South Atlantic
2007,West Virginia,6,June,4.5,2007-06-01,South,South Atlantic
2007,West Virginia,5,May,4.4,2007-05-01,South,South Atlantic
2007,West Virginia,4,April,4.4,2007-04-01,South,South Atlantic
2007,West Virginia,3,March,4.5,2007-03-01,South,South Atlantic
2007,West Virginia,2,February,4.5,2007-02-01,South,South Atlantic
2007,West Virginia,1,January,4.6,2007-01-01,South,South Atlantic
2006,West Virginia,12,December,4.8,2006-12-01,South,South Atlantic
2006,West Virginia,11,November,4.9,2006-11-01,South,South Atlantic
2006,West Virginia,10,October,5.1,2006-10-01,South,South Atlantic
2006,West Virginia,9,September,5.2,2006-09-01,South,South Atlantic
2006,West Virginia,8,August,5.2,2006-08-01,South,South Atlantic
2006,West Virginia,7,July,5.2,2006-07-01,South,South Atlantic
2006,West Virginia,6,June,5.1,2006-06-01,South,South Atlantic
2006,West Virginia,5,May,5,2006-05-01,South,South Atlantic
2006,West Virginia,4,April,4.8,2006-04-01,South,South Atlantic
2006,West Virginia,3,March,4.7,2006-03-01,South,South Atlantic
2006,West Virginia,2,February,4.7,2006-02-01,South,South Atlantic
2006,West Virginia,1,January,4.7,2006-01-01,South,South Atlantic
2016,Wisconsin,12,December,3.7,2016-12-01,Midwest,East North Central
2016,Wisconsin,11,November,3.8,2016-11-01,Midwest,East North Central
2016,Wisconsin,10,October,3.9,2016-10-01,Midwest,East North Central
2016,Wisconsin,9,September,4,2016-09-01,Midwest,East North Central
2016,Wisconsin,8,August,4,2016-08-01,Midwest,East North Central
2016,Wisconsin,7,July,4,2016-07-01,Midwest,East North Central
2016,Wisconsin,6,June,4.1,2016-06-01,Midwest,East North Central
2016,Wisconsin,5,May,4.1,2016-05-01,Midwest,East North Central
2016,Wisconsin,4,April,4.1,2016-04-01,Midwest,East North Central
2016,Wisconsin,3,March,4.1,2016-03-01,Midwest,East North Central
2016,Wisconsin,2,February,4.1,2016-02-01,Midwest,East North Central
2016,Wisconsin,1,January,4.2,2016-01-01,Midwest,East North Central
2015,Wisconsin,12,December,4.3,2015-12-01,Midwest,East North Central
2015,Wisconsin,11,November,4.3,2015-11-01,Midwest,East North Central
2015,Wisconsin,10,October,4.4,2015-10-01,Midwest,East North Central
2015,Wisconsin,9,September,4.4,2015-09-01,Midwest,East North Central
2015,Wisconsin,8,August,4.4,2015-08-01,Midwest,East North Central
2015,Wisconsin,7,July,4.5,2015-07-01,Midwest,East North Central
2015,Wisconsin,6,June,4.5,2015-06-01,Midwest,East North Central
2015,Wisconsin,5,May,4.6,2015-05-01,Midwest,East North Central
2015,Wisconsin,4,April,4.7,2015-04-01,Midwest,East North Central
2015,Wisconsin,3,March,4.7,2015-03-01,Midwest,East North Central
2015,Wisconsin,2,February,4.7,2015-02-01,Midwest,East North Central
2015,Wisconsin,1,January,4.8,2015-01-01,Midwest,East North Central
2014,Wisconsin,12,December,4.9,2014-12-01,Midwest,East North Central
2014,Wisconsin,11,November,4.9,2014-11-01,Midwest,East North Central
2014,Wisconsin,10,October,5,2014-10-01,Midwest,East North Central
2014,Wisconsin,9,September,5.1,2014-09-01,Midwest,East North Central
2014,Wisconsin,8,August,5.2,2014-08-01,Midwest,East North Central
2014,Wisconsin,7,July,5.3,2014-07-01,Midwest,East North Central
2014,Wisconsin,6,June,5.5,2014-06-01,Midwest,East North Central
2014,Wisconsin,5,May,5.6,2014-05-01,Midwest,East North Central
2014,Wisconsin,4,April,5.7,2014-04-01,Midwest,East North Central
2014,Wisconsin,3,March,5.8,2014-03-01,Midwest,East North Central
2014,Wisconsin,2,February,5.9,2014-02-01,Midwest,East North Central
2014,Wisconsin,1,January,6.1,2014-01-01,Midwest,East North Central
2013,Wisconsin,12,December,6.2,2013-12-01,Midwest,East North Central
2013,Wisconsin,11,November,6.3,2013-11-01,Midwest,East North Central
2013,Wisconsin,10,October,6.5,2013-10-01,Midwest,East North Central
2013,Wisconsin,9,September,6.6,2013-09-01,Midwest,East North Central
2013,Wisconsin,8,August,6.6,2013-08-01,Midwest,East North Central
2013,Wisconsin,7,July,6.7,2013-07-01,Midwest,East North Central
2013,Wisconsin,6,June,6.8,2013-06-01,Midwest,East North Central
2013,Wisconsin,5,May,6.8,2013-05-01,Midwest,East North Central
2013,Wisconsin,4,April,6.9,2013-04-01,Midwest,East North Central
2013,Wisconsin,3,March,7,2013-03-01,Midwest,East North Central
2013,Wisconsin,2,February,7,2013-02-01,Midwest,East North Central
2013,Wisconsin,1,January,7,2013-01-01,Midwest,East North Central
2012,Wisconsin,12,December,6.9,2012-12-01,Midwest,East North Central
2012,Wisconsin,11,November,6.9,2012-11-01,Midwest,East North Central
2012,Wisconsin,10,October,6.9,2012-10-01,Midwest,East North Central
2012,Wisconsin,9,September,6.9,2012-09-01,Midwest,East North Central
2012,Wisconsin,8,August,7,2012-08-01,Midwest,East North Central
2012,Wisconsin,7,July,7.1,2012-07-01,Midwest,East North Central
2012,Wisconsin,6,June,7.1,2012-06-01,Midwest,East North Central
2012,Wisconsin,5,May,7.1,2012-05-01,Midwest,East North Central
2012,Wisconsin,4,April,7.1,2012-04-01,Midwest,East North Central
2012,Wisconsin,3,March,7.1,2012-03-01,Midwest,East North Central
2012,Wisconsin,2,February,7.1,2012-02-01,Midwest,East North Central
2012,Wisconsin,1,January,7.2,2012-01-01,Midwest,East North Central
2011,Wisconsin,12,December,7.3,2011-12-01,Midwest,East North Central
2011,Wisconsin,11,November,7.4,2011-11-01,Midwest,East North Central
2011,Wisconsin,10,October,7.5,2011-10-01,Midwest,East North Central
2011,Wisconsin,9,September,7.7,2011-09-01,Midwest,East North Central
